	gene_short_name
Dgka	Dgka
Pym1	Pym1
Mmp19	Mmp19
Tmem198b	Tmem198b
Dnajc14	Dnajc14
Ormdl2	Ormdl2
Sarnp	Sarnp
Gdf11	Gdf11
Cd63	Cd63
Rdh5	Rdh5
Bloc1s1	Bloc1s1
Itga7	Itga7
Mettl7b	Mettl7b
9030616G12Rik	9030616G12Rik
Olfr9	Olfr9
Olfr763	Olfr763
Olfr765	Olfr765
RP23-476C23.10	RP23-476C23.10
Olfr767	Olfr767
Olfr768	Olfr768
Olfr769	Olfr769
Olfr770	Olfr770
Olfr771	Olfr771
Olfr772	Olfr772
Olfr773	Olfr773
Olfr774	Olfr774
Olfr775	Olfr775
Olfr776	Olfr776
Olfr777	Olfr777
Olfr780	Olfr780
Olfr781	Olfr781
Olfr782	Olfr782
Olfr784	Olfr784
Gm44444	Gm44444
Olfr786	Olfr786
Olfr787	Olfr787
Olfr788	Olfr788
Olfr789	Olfr789
Olfr790	Olfr790
Olfr790.1	Olfr790.1
Olfr791	Olfr791
Olfr792	Olfr792
Olfr794	Olfr794
Olfr796	Olfr796
Olfr798	Olfr798
Olfr799	Olfr799
Olfr800	Olfr800
Olfr801	Olfr801
Olfr802	Olfr802
Olfr803	Olfr803
Olfr804	Olfr804
Olfr805	Olfr805
Olfr806	Olfr806
Olfr807	Olfr807
Olfr808	Olfr808
Olfr809	Olfr809
Olfr809.1	Olfr809.1
Olfr810	Olfr810
Olfr811	Olfr811
Olfr812	Olfr812
Olfr813	Olfr813
Olfr814	Olfr814
Olfr815	Olfr815
Olfr816	Olfr816
Olfr818	Olfr818
Olfr819	Olfr819
Olfr247	Olfr247
Gm10310	Gm10310
Olfr820	Olfr820
Olfr821	Olfr821
Olfr822	Olfr822
Olfr823	Olfr823
Olfr824	Olfr824
Olfr825	Olfr825
Olfr826	Olfr826
Olfr827	Olfr827
Neurod4	Neurod4
Tespa1	Tespa1
Vmn2r84	Vmn2r84
Vmn2r85	Vmn2r85
Vmn2r86	Vmn2r86
Vmn2r87	Vmn2r87
Insr	Insr
Gm16180	Gm16180
A430078G23Rik	A430078G23Rik
Arhgef18	Arhgef18
Pex11g	Pex11g
1700019B03Rik	1700019B03Rik
Zfp358	Zfp358
Mcoln1	Mcoln1
Pnpla6	Pnpla6
C330021F23Rik	C330021F23Rik
Camsap3	Camsap3
Xab2	Xab2
Pet100	Pet100
Pcp2	Pcp2
Stxbp2	Stxbp2
Retn	Retn
Mcemp1	Mcemp1
Fcor	Fcor
RP23-316J6.4	RP23-316J6.4
RP23-316J6.5	RP23-316J6.5
Trappc5	Trappc5
Fcer2a	Fcer2a
Clec4g	Clec4g
Gm16553	Gm16553
Cd209a	Cd209a
Cd209e	Cd209e
Cd209d	Cd209d
Cd209b	Cd209b
Cd209c	Cd209c
Gm26750	Gm26750
Cd209f	Cd209f
Cd209g	Cd209g
4932443L11Rik	4932443L11Rik
Evi5l	Evi5l
Prr36	Prr36
Lrrc8e	Lrrc8e
Map2k7	Map2k7
Map2k7.1	Map2k7.1
Tgfbr3l	Tgfbr3l
Snapc2	Snapc2
Ctxn1	Ctxn1
Timm44	Timm44
Elavl1	Elavl1
Ccl25	Ccl25
Cers4	Cers4
Zfp958	Zfp958
Gm6410	Gm6410
Shcbp1	Shcbp1
Slc10a2	Slc10a2
RP23-10I8.1	RP23-10I8.1
Gm17215	Gm17215
RP24-476M14.1	RP24-476M14.1
RP23-216D14.3	RP23-216D14.3
RP23-196J23.1	RP23-196J23.1
RP23-216D14.4	RP23-216D14.4
RP23-216D14.1	RP23-216D14.1
RP23-216D14.2	RP23-216D14.2
RP23-444O13.2	RP23-444O13.2
RP24-281E22.1	RP24-281E22.1
RP24-281E22.2	RP24-281E22.2
Efnb2	Efnb2
4921522P10Rik	4921522P10Rik
Arglu1	Arglu1
RP23-328F4.7	RP23-328F4.7
RP23-274K7.1	RP23-274K7.1
RP23-156J8.1	RP23-156J8.1
RP23-274K7.2	RP23-274K7.2
RP23-184K1.2	RP23-184K1.2
RP23-184K1.3	RP23-184K1.3
RP23-184K1.4	RP23-184K1.4
Fam155a	Fam155a
RP24-387H11.1	RP24-387H11.1
Gm10217	Gm10217
Gm10067	Gm10067
Lig4	Lig4
Abhd13	Abhd13
Tnfsf13b	Tnfsf13b
RP23-83P19.1	RP23-83P19.1
Myo16	Myo16
RP23-385E22.2	RP23-385E22.2
RP24-294M17.2	RP24-294M17.2
RP24-294M17.1	RP24-294M17.1
RP24-294M17.3	RP24-294M17.3
RP24-294M17.4	RP24-294M17.4
RP24-294M17.5	RP24-294M17.5
RP23-366O14.2	RP23-366O14.2
RP23-366O14.4	RP23-366O14.4
RP23-366O14.3	RP23-366O14.3
RP23-366O14.5	RP23-366O14.5
3930402G23Rik	3930402G23Rik
RP23-366O14.8	RP23-366O14.8
RP23-366O14.9	RP23-366O14.9
Irs2	Irs2
9530052E02Rik	9530052E02Rik
RP23-343H23.2	RP23-343H23.2
RP23-407E22.1	RP23-407E22.1
RP23-407E22.2	RP23-407E22.2
Gm15418	Gm15418
Col4a1	Col4a1
Col4a2	Col4a2
Gm15419	Gm15419
Rab20	Rab20
E230013L22Rik	E230013L22Rik
Carkd	Carkd
Cars2	Cars2
Ing1	Ing1
Ankrd10	Ankrd10
1700016D06Rik	1700016D06Rik
1700128E19Rik	1700128E19Rik
Arhgef7	Arhgef7
Gm15875	Gm15875
Tex29	Tex29
A230072I06Rik	A230072I06Rik
Gm29175	Gm29175
Sox1	Sox1
D630011A20Rik	D630011A20Rik
Spaca7	Spaca7
Tubgcp3	Tubgcp3
Gm15348	Gm15348
Atp11a	Atp11a
Gm15350	Gm15350
Gm15347	Gm15347
Mcf2l	Mcf2l
Gm15353	Gm15353
Gm15351	Gm15351
F7	F7
F10	F10
Proz	Proz
Gm17023	Gm17023
Pcid2	Pcid2
Cul4a	Cul4a
Lamp1	Lamp1
Grtp1	Grtp1
2810030D12Rik	2810030D12Rik
Adprhl1	Adprhl1
Dcun1d2	Dcun1d2
Tmco3	Tmco3
Tfdp1	Tfdp1
Atp4b	Atp4b
Grk1	Grk1
Tmem255b	Tmem255b
Gas6	Gas6
1700029H14Rik	1700029H14Rik
Rasa3	Rasa3
4932443I19Rik	4932443I19Rik
Cdc16	Cdc16
Upf3a	Upf3a
AF366264	AF366264
Champ1	Champ1
Coprs	Coprs
Gm7676	Gm7676
Fbxo25	Fbxo25
Tdrp	Tdrp
Erich1	Erich1
Gm10699	Gm10699
Dlgap2	Dlgap2
C030037F17Rik	C030037F17Rik
Cln8	Cln8
Arhgef10	Arhgef10
Gm16350	Gm16350
Kbtbd11	Kbtbd11
5830468F06Rik	5830468F06Rik
BB014433	BB014433
Myom2	Myom2
Csmd1	Csmd1
Gm16346	Gm16346
Gm16347	Gm16347
Mcph1	Mcph1
Angpt2	Angpt2
Agpat5	Agpat5
Xkr5	Xkr5
Defb40	Defb40
Defb37	Defb37
Defb38	Defb38
Defb39	Defb39
Defb12	Defb12
Defb34	Defb34
Spag11b	Spag11b
Spag11a	Spag11a
Defb14	Defb14
Defb4	Defb4
Defb6	Defb6
Defb46	Defb46
Defb5	Defb5
Defb3	Defb3
Defb8	Defb8
Defb7	Defb7
Gm6483	Gm6483
4930467E23Rik	4930467E23Rik
Gm26853	Gm26853
Gm26804	Gm26804
Gm15319	Gm15319
Gm21092	Gm21092
Gm21119	Gm21119
Gm20946	Gm20946
Defb33	Defb33
Gm15056	Gm15056
Gm6040	Gm6040
AY761185	AY761185
Defa21	Defa21
Defa23	Defa23
Gm10104	Gm10104
Defa25	Defa25
Gm14851	Gm14851
Gm15284	Gm15284
Defa22	Defa22
Defa-rs7	Defa-rs7
Gm15293	Gm15293
Gm15292	Gm15292
Defa3	Defa3
Defa5	Defa5
Gm15299	Gm15299
Defa-rs1	Defa-rs1
Defa2	Defa2
Gm21002	Gm21002
Gm21498	Gm21498
Gm7849	Gm7849
Defa20	Defa20
Gm15308	Gm15308
Gm14850	Gm14850
Gm6696	Gm6696
Gm7861	Gm7861
Defa26	Defa26
Defa17	Defa17
Gm15315	Gm15315
AY761184	AY761184
Defa24	Defa24
Defb1	Defb1
Defb50	Defb50
Defb2	Defb2
Defb10	Defb10
Defb9	Defb9
Defb11	Defb11
Defb15	Defb15
Defb35	Defb35
Defb13	Defb13
Fam90a1a	Fam90a1a
Ccdc70	Ccdc70
Atp7b	Atp7b
Alg11	Alg11
Nek5	Nek5
Nek3	Nek3
Ckap2	Ckap2
Vps36	Vps36
Thsd1	Thsd1
Tpte	Tpte
Slc25a15	Slc25a15
1810012K16Rik	1810012K16Rik
Mrps31	Mrps31
Smim19	Smim19
Slc20a2	Slc20a2
Gm17491	Gm17491
Vdac3	Vdac3
Dkk4	Dkk4
Polb	Polb
Gm26909	Gm26909
Ikbkb	Ikbkb
Gm15346	Gm15346
Plat	Plat
Ap3m2	Ap3m2
1700041G16Rik	1700041G16Rik
Kat6a	Kat6a
Ank1	Ank1
Gm15816	Gm15816
Nkx6-3	Nkx6-3
Gpat4	Gpat4
Gins4	Gins4
Golga7	Golga7
Sfrp1	Sfrp1
Zmat4	Zmat4
A730045E13Rik	A730045E13Rik
RP23-183J18.1	RP23-183J18.1
RP23-183J18.2	RP23-183J18.2
RP23-310J6.2	RP23-310J6.2
Gm26714	Gm26714
1810011O10Rik	1810011O10Rik
Ido2	Ido2
Ido1	Ido1
Adam18	Adam18
Adam3	Adam3
Adam5	Adam5
Adam32	Adam32
Adam9	Adam9
Tm2d2	Tm2d2
Htra4	Htra4
Plekha2	Plekha2
Tacc1	Tacc1
Fgfr1	Fgfr1
Letm2	Letm2
Whsc1l1	Whsc1l1
Plpp5	Plpp5
Ddhd2	Ddhd2
Gm17484	Gm17484
Bag4	Bag4
Lsm1	Lsm1
Star	Star
Ash2l	Ash2l
Kcnu1	Kcnu1
Hgsnat	Hgsnat
Pomk	Pomk
Fnta	Fnta
Hook3	Hook3
1700047A11Rik	1700047A11Rik
Rnf170	Rnf170
Thap1	Thap1
2310008N11Rik	2310008N11Rik
Zfp703	Zfp703
Erlin2	Erlin2
Proscos	Proscos
Prosc	Prosc
Adgra2	Adgra2
Brf2	Brf2
Rab11fip1	Rab11fip1
4933416M07Rik	4933416M07Rik
Got1l1	Got1l1
Adrb3	Adrb3
Eif4ebp1	Eif4ebp1
Tex24	Tex24
Chrnb3	Chrnb3
Chrna6	Chrna6
Poteg	Poteg
Gm1698	Gm1698
Gm26795	Gm26795
Unc5d	Unc5d
4933433F19Rik	4933433F19Rik
Dusp26	Dusp26
Rnf122	Rnf122
Tti2	Tti2
Mak16	Mak16
Fut10	Fut10
Gm5117	Gm5117
Nrg1	Nrg1
Gm26578	Gm26578
Gm3985	Gm3985
Wrn	Wrn
Purg	Purg
5930422O12Rik	5930422O12Rik
Tex15	Tex15
Ppp2cb	Ppp2cb
Ubxn8	Ubxn8
Gsr	Gsr
1700104B16Rik	1700104B16Rik
Gtf2e2	Gtf2e2
Smim18	Smim18
Rbpms	Rbpms
Gm26632	Gm26632
Gm9951	Gm9951
Dctn6	Dctn6
Gm26768	Gm26768
Mboat4	Mboat4
Leprotl1	Leprotl1
Saraf	Saraf
Gm29243	Gm29243
Gm4889	Gm4889
Gm29174	Gm29174
Dusp4	Dusp4
Tnks	Tnks
Ppp1r3b	Ppp1r3b
Eri1	Eri1
Gm16793	Gm16793
Mfhas1	Mfhas1
RP24-134N2.1	RP24-134N2.1
Cldn23	Cldn23
D8Ertd82e	D8Ertd82e
Lonrf1	Lonrf1
6430573F11Rik	6430573F11Rik
Dlc1	Dlc1
AI429214	AI429214
Sgcz	Sgcz
Tusc3	Tusc3
Msr1	Msr1
Fgf20	Fgf20
Micu3	Micu3
Zdhhc2	Zdhhc2
Cnot7	Cnot7
Vps37a	Vps37a
Mtmr7	Mtmr7
Adam24	Adam24
Adam25	Adam25
Adam20	Adam20
Adam39	Adam39
Gm26584	Gm26584
Slc7a2	Slc7a2
Pdgfrl	Pdgfrl
Mtus1	Mtus1
Gm16192	Gm16192
Gm16193	Gm16193
Fgl1	Fgl1
Pcm1	Pcm1
Asah1	Asah1
Frg1	Frg1
2810404M03Rik	2810404M03Rik
Triml1	Triml1
Triml2	Triml2
Zfp42	Zfp42
Adam26b	Adam26b
Adam26a	Adam26a
Gm5346	Gm5346
Adam34	Adam34
Fat1	Fat1
Gm2366	Gm2366
Mtnr1a	Mtnr1a
F11	F11
Klkb1	Klkb1
Cyp4v3	Cyp4v3
Fam149a	Fam149a
Tlr3	Tlr3
Sorbs2	Sorbs2
Gm16351	Gm16351
Sorbs2os	Sorbs2os
Pdlim3	Pdlim3
Ccdc110	Ccdc110
1700029J07Rik	1700029J07Rik
Ufsp2	Ufsp2
Ankrd37	Ankrd37
Lrp2bp	Lrp2bp
Snx25	Snx25
Cfap97	Cfap97
Gm15634	Gm15634
Slc25a4	Slc25a4
Helt	Helt
Acsl1	Acsl1
Cenpu	Cenpu
Primpol	Primpol
Casp3	Casp3
Irf2	Irf2
Enpp6	Enpp6
4930579M01Rik	4930579M01Rik
Stox2	Stox2
4930448N21Rik	4930448N21Rik
Gm10083	Gm10083
Trappc11	Trappc11
Rwdd4a	Rwdd4a
Ing2	Ing2
AA386476	AA386476
Cdkn2aip	Cdkn2aip
E030037K01Rik	E030037K01Rik
Cldn24	Cldn24
Cldn22	Cldn22
Wwc2	Wwc2
Dctd	Dctd
Tenm3	Tenm3
4930555F03Rik	4930555F03Rik
Aga	Aga
Neil3	Neil3
Vegfc	Vegfc
Spcs3	Spcs3
Asb5	Asb5
5330439A09Rik	5330439A09Rik
Spata4	Spata4
Wdr17	Wdr17
Gm15758	Gm15758
Gpm6a	Gpm6a
Adam29	Adam29
Glra3	Glra3
Hpgd	Hpgd
Cep44	Cep44
Fbxo8	Fbxo8
Gm29173	Gm29173
Hand2	Hand2
Gm28063	Gm28063
5033428I22Rik	5033428I22Rik
Scrg1	Scrg1
Sap30	Sap30
2500002B13Rik	2500002B13Rik
Hmgb2	Hmgb2
Galnt7	Galnt7
Galntl6	Galntl6
Gm26905	Gm26905
Gm15882	Gm15882
BC030500	BC030500
Gm10283	Gm10283
Aadat	Aadat
Mfap3l	Mfap3l
2700029M09Rik	2700029M09Rik
Clcn3	Clcn3
B230317F23Rik	B230317F23Rik
Nek1	Nek1
Gm16178	Gm16178
Sh3rf1	Sh3rf1
1700001D01Rik	1700001D01Rik
Cbr4	Cbr4
Palld	Palld
4930512H18Rik	4930512H18Rik
Ddx60	Ddx60
Anxa10	Anxa10
Spock3	Spock3
Sgol2b	Sgol2b
Tll1	Tll1
Cpe	Cpe
Msmo1	Msmo1
Klhl2	Klhl2
Tmem192	Tmem192
Trim75	Trim75
Trim60	Trim60
Apela	Apela
Gm10663	Gm10663
BC030870	BC030870
March1	March1
Gm15354	Gm15354
Gm15356	Gm15356
Tma16	Tma16
Tktl2	Tktl2
Npy5r	Npy5r
Npy1r	Npy1r
Naf1	Naf1
Gm10660	Gm10660
Nat1	Nat1
Nat2	Nat2
Gm9755	Gm9755
Nat3	Nat3
Psd3	Psd3
Gm15991	Gm15991
Gm21807	Gm21807
Gm26659	Gm26659
Sh2d4a	Sh2d4a
Csgalnact1	Csgalnact1
1700125H03Rik	1700125H03Rik
Gm15656	Gm15656
Ints10	Ints10
Lpl	Lpl
Slc18a1	Slc18a1
Gm15716	Gm15716
Atp6v1b2	Atp6v1b2
Gm15717	Gm15717
Lzts1	Lzts1
Zfp930	Zfp930
D130040H23Rik	D130040H23Rik
Gm10033	Gm10033
Gm10311	Gm10311
Gm9495	Gm9495
Gm43263	Gm43263
Gm7697	Gm7697
Zfp868	Zfp868
Zfp964	Zfp964
Zfp869	Zfp869
Zfp963	Zfp963
Gm20422	Gm20422
Zfp866	Zfp866
Atp13a1	Atp13a1
Gmip	Gmip
Lpar2	Lpar2
Pbx4	Pbx4
Cilp2	Cilp2
Yjefn3	Yjefn3
Ndufa13	Ndufa13
Tssk6	Tssk6
Gatad2a	Gatad2a
Mau2	Mau2
Sugp1	Sugp1
Tm6sf2	Tm6sf2
Hapln4	Hapln4
Ncan	Ncan
Rfxank	Rfxank
Nr2c2ap	Nr2c2ap
Borcs8	Borcs8
Mef2b	Mef2b
Tmem161a	Tmem161a
Slc25a42	Slc25a42
Armc6	Armc6
Sugp2	Sugp2
Homer3	Homer3
Ddx49	Ddx49
Cope	Cope
Cers1	Cers1
Gdf1	Gdf1
Upf1	Upf1
Comp	Comp
Crtc1	Crtc1
Klhl26	Klhl26
Tmem59l	Tmem59l
Crlf1	Crlf1
2810428I15Rik	2810428I15Rik
Uba52	Uba52
Kxd1	Kxd1
Fkbp8	Fkbp8
Ell	Ell
Isyna1	Isyna1
Ssbp4	Ssbp4
Lrrc25	Lrrc25
Gdf15	Gdf15
Pgpep1	Pgpep1
Lsm4	Lsm4
Jund	Jund
Gm11175	Gm11175
Gm3336	Gm3336
Pde4c	Pde4c
Rab3a	Rab3a
Mpv17l2	Mpv17l2
Ifi30	Ifi30
Pik3r2	Pik3r2
2010320M18Rik	2010320M18Rik
Mast3	Mast3
Il12rb1	Il12rb1
Arrdc2	Arrdc2
Kcnn1	Kcnn1
A230052G05Rik	A230052G05Rik
Ccdc124	Ccdc124
Slc5a5	Slc5a5
Rpl18a	Rpl18a
Map1s	Map1s
Gm10654	Gm10654
1700026F02Rik	1700026F02Rik
Gm17576	Gm17576
Haus8	Haus8
Myo9b	Myo9b
Use1	Use1
Ocel1	Ocel1
Nr2f6	Nr2f6
Ushbp1	Ushbp1
Babam1	Babam1
Ankle1	Ankle1
Abhd8	Abhd8
Mrpl34	Mrpl34
Dda1	Dda1
Ano8	Ano8
Gtpbp3	Gtpbp3
Plvap	Plvap
RP23-457J22.1	RP23-457J22.1
Bst2	Bst2
Mvb12a	Mvb12a
Tmem221	Tmem221
Nxnl1	Nxnl1
Slc27a1	Slc27a1
Pgls	Pgls
Fam129c	Fam129c
Colgalt1	Colgalt1
Unc13a	Unc13a
Jak3	Jak3
Insl3	Insl3
B3gnt3	B3gnt3
Fcho1	Fcho1
Zfp709	Zfp709
Zfp882	Zfp882
Zfp617	Zfp617
Zfp961	Zfp961
Cyp4f18	Cyp4f18
Olfr372	Olfr372
Olfr373	Olfr373
Olfr374	Olfr374
Tpm4	Tpm4
Gm26586	Gm26586
Rab8a	Rab8a
Hsh2d	Hsh2d
Cib3	Cib3
Gm11034	Gm11034
Fam32a	Fam32a
Ap1m1	Ap1m1
Gm10282	Gm10282
Klf2	Klf2
Eps15l1	Eps15l1
Calr3	Calr3
1700030K09Rik	1700030K09Rik
Cherp	Cherp
Slc35e1	Slc35e1
Gm17435	Gm17435
Med26	Med26
Smim7	Smim7
Tmem38a	Tmem38a
Nwd1	Nwd1
Sin3b	Sin3b
F2rl3	F2rl3
Large	Large
Gm11033	Gm11033
Isx	Isx
Hmgxb4	Hmgxb4
Tom1	Tom1
Hmox1	Hmox1
Mcm5	Mcm5
Rasd2	Rasd2
1700007B14Rik	1700007B14Rik
Nr3c2	Nr3c2
Arhgap10	Arhgap10
0610038B21Rik	0610038B21Rik
Prmt10	Prmt10
Tmem184c	Tmem184c
1700092C02Rik	1700092C02Rik
Ednra	Ednra
Ttc29	Ttc29
Pou4f2	Pou4f2
Rbmxl1	Rbmxl1
Slc10a7	Slc10a7
Lsm6	Lsm6
Zfp827	Zfp827
1700011L22Rik	1700011L22Rik
Mmaa	Mmaa
Gm4890	Gm4890
Smad1	Smad1
Otud4	Otud4
Abce1	Abce1
Anapc10	Anapc10
Hhip	Hhip
Gypa	Gypa
4930505O20Rik	4930505O20Rik
Frem3	Frem3
Smarca5	Smarca5
Gab1	Gab1
Gm27048	Gm27048
Usp38	Usp38
Gm9725	Gm9725
Inpp4b	Inpp4b
4930579O11Rik	4930579O11Rik
Il15	Il15
Zfp330	Zfp330
Rnf150	Rnf150
Gm10645	Gm10645
Tbc1d9	Tbc1d9
Ucp1	Ucp1
Elmod2	Elmod2
Mgat4d	Mgat4d
Clgn	Clgn
Scoc	Scoc
Olfr370	Olfr370
Ndufb7	Ndufb7
Tecr	Tecr
Dnajb1	Dnajb1
Gipc1	Gipc1
Ptger1	Ptger1
Pkn1	Pkn1
Ddx39	Ddx39
Adgre5	Adgre5
Gm26721	Gm26721
Adgrl1	Adgrl1
Gm10644	Gm10644
Asf1b	Asf1b
Prkaca	Prkaca
Samd1	Samd1
1700067K01Rik	1700067K01Rik
2210011C24Rik	2210011C24Rik
Palm3	Palm3
Il27ra	Il27ra
Rln3	Rln3
Gm10643	Gm10643
C330011M18Rik	C330011M18Rik
Rfx1	Rfx1
Dcaf15	Dcaf15
Podnl1	Podnl1
Cc2d1a	Cc2d1a
4930432K21Rik	4930432K21Rik
Nanos3	Nanos3
Gm26887	Gm26887
Gm26532	Gm26532
Zswim4	Zswim4
D8Ertd738e	D8Ertd738e
Mri1	Mri1
Ccdc130	Ccdc130
Cacna1a	Cacna1a
Gm16183	Gm16183
Ier2	Ier2
Gm26664	Gm26664
Nacc1	Nacc1
Trmt1	Trmt1
Nfix	Nfix
Lyl1	Lyl1
G430095P16Rik	G430095P16Rik
Dand5	Dand5
Gadd45gip1	Gadd45gip1
Rad23a	Rad23a
Calr	Calr
Farsa	Farsa
Syce2	Syce2
Gcdh	Gcdh
Klf1	Klf1
Dnase2a	Dnase2a
Mast1	Mast1
Rtbdn	Rtbdn
Rnaseh2a	Rnaseh2a
Prdx2	Prdx2
Junb	Junb
Hook2	Hook2
Best2	Best2
Asna1	Asna1
2310036O22Rik	2310036O22Rik
Tnpo2	Tnpo2
Fbxw9	Fbxw9
Gm5741	Gm5741
Dhps	Dhps
Wdr83	Wdr83
Wdr83os	Wdr83os
Man2b1	Man2b1
Zfp791	Zfp791
Cks1brt	Cks1brt
Olfr371	Olfr371
Vps35	Vps35
Orc6	Orc6
Mylk3	Mylk3
AA672651	AA672651
4921524J17Rik	4921524J17Rik
Gpt2	Gpt2
Dnaja2	Dnaja2
Neto2	Neto2
Itfg1	Itfg1
Phkb	Phkb
Abcc12	Abcc12
Lonp2	Lonp2
Siah1a	Siah1a
Gm10638	Gm10638
N4bp1	N4bp1
2010110E17Rik	2010110E17Rik
Gm27167	Gm27167
Gm27168	Gm27168
Gm5118	Gm5118
Gm27246	Gm27246
Gm10637	Gm10637
Gm27169	Gm27169
Gm27207	Gm27207
4930535O05Rik	4930535O05Rik
Gm19872	Gm19872
Cbln1	Cbln1
Gm2694	Gm2694
Gm27016	Gm27016
1700120C18Rik	1700120C18Rik
4933402J07Rik	4933402J07Rik
Zfp423	Zfp423
Gm2716	Gm2716
Cnep1r1	Cnep1r1
Heatr3	Heatr3
9430002A10Rik	9430002A10Rik
Papd5	Papd5
Adcy7	Adcy7
Brd7	Brd7
Nkd1	Nkd1
Snx20	Snx20
Nod2	Nod2
Cyld	Cyld
Sall1	Sall1
Gm6625	Gm6625
Tox3	Tox3
Chd9	Chd9
Gm6658	Gm6658
Rbl2	Rbl2
Aktip	Aktip
Rpgrip1l	Rpgrip1l
Fto	Fto
Gm3235	Gm3235
Irx3	Irx3
Irx3os	Irx3os
Gm28511	Gm28511
Gm28515	Gm28515
Gm28516	Gm28516
Crnde	Crnde
Gm21817	Gm21817
Irx5	Irx5
Gm29177	Gm29177
Irx6	Irx6
Mmp2	Mmp2
Lpcat2	Lpcat2
Capns2	Capns2
Slc6a2	Slc6a2
Ces1a	Ces1a
Ces1b	Ces1b
Ces1c	Ces1c
Ces1d	Ces1d
Ces1e	Ces1e
Ces1f	Ces1f
Ces1g	Ces1g
Ces1h	Ces1h
Ces5a	Ces5a
Gm26843	Gm26843
Gnao1	Gnao1
Amfr	Amfr
Nudt21	Nudt21
Ogfod1	Ogfod1
Bbs2	Bbs2
Mt4	Mt4
Mt3	Mt3
Mt2	Mt2
Mt1	Mt1
Nup93	Nup93
Slc12a3	Slc12a3
Gm15889	Gm15889
Gm15890	Gm15890
Herpud1	Herpud1
9330175E14Rik	9330175E14Rik
Nlrc5	Nlrc5
Cpne2	Cpne2
Fam192a	Fam192a
Rspry1	Rspry1
Arl2bp	Arl2bp
Pllp	Pllp
Ccl22	Ccl22
Cx3cl1	Cx3cl1
Ccl17	Ccl17
Ciapin1	Ciapin1
Coq9	Coq9
Polr2c	Polr2c
Dok4	Dok4
Ccdc102a	Ccdc102a
Adgrg5	Adgrg5
Adgrg1	Adgrg1
Adgrg3	Adgrg3
Drc7	Drc7
Katnb1	Katnb1
Kifc3	Kifc3
Cngb1	Cngb1
Tepp	Tepp
Zfp319	Zfp319
Usb1	Usb1
Mmp15	Mmp15
Cfap20	Cfap20
Csnk2a2	Csnk2a2
Ccdc113	Ccdc113
Prss54	Prss54
Gins3	Gins3
Ndrg4	Ndrg4
Setd6	Setd6
Cnot1	Cnot1
Gm10094	Gm10094
Slc38a7	Slc38a7
Got2	Got2
Gm15679	Gm15679
Cdh8	Cdh8
A330008L17Rik	A330008L17Rik
Cdh11	Cdh11
Gm8730	Gm8730
Cdh5	Cdh5
Bean1	Bean1
Gm10631	Gm10631
Tk2	Tk2
Cklf	Cklf
Cmtm2a	Cmtm2a
Cmtm1	Cmtm1
Gm11020	Gm11020
Cmtm2b	Cmtm2b
Cmtm3	Cmtm3
Cmtm4	Cmtm4
Dync1li2	Dync1li2
Ccdc79	Ccdc79
Nae1	Nae1
Car7	Car7
Pdp2	Pdp2
Cdh16	Cdh16
Rrad	Rrad
Fam96b	Fam96b
1700082M22Rik	1700082M22Rik
Ces2a	Ces2a
Ces2b	Ces2b
Ces2c	Ces2c
Ces2d-ps	Ces2d-ps
Ces2e	Ces2e
Ces2f	Ces2f
Ces2g	Ces2g
Ces2h	Ces2h
Ces3a	Ces3a
Ces3b	Ces3b
Ces4a	Ces4a
Gm3830	Gm3830
Cbfb	Cbfb
D230025D16Rik	D230025D16Rik
B3gnt9	B3gnt9
Tradd	Tradd
Fbxl8	Fbxl8
Hsf4	Hsf4
Nol3	Nol3
4931428F04Rik	4931428F04Rik
Exoc3l	Exoc3l
E2f4	E2f4
Elmo3	Elmo3
Lrrc29	Lrrc29
Tmem208	Tmem208
Fhod1	Fhod1
Slc9a5	Slc9a5
Plekhg4	Plekhg4
Kctd19	Kctd19
Lrrc36	Lrrc36
Tppp3	Tppp3
Zdhhc1	Zdhhc1
Hsd11b2	Hsd11b2
Atp6v0d1	Atp6v0d1
Gm38250	Gm38250
Agrp	Agrp
Fam65a	Fam65a
Gm5914	Gm5914
Ctcf	Ctcf
Rltpr	Rltpr
Acd	Acd
Pard6a	Pard6a
Enkd1	Enkd1
4933405L10Rik	4933405L10Rik
Gfod2	Gfod2
Ranbp10	Ranbp10
Tsnaxip1	Tsnaxip1
Cenpt	Cenpt
Thap11	Thap11
Nutf2	Nutf2
Edc4	Edc4
Nrn1l	Nrn1l
Pskh1	Pskh1
Ctrl	Ctrl
Gm16156	Gm16156
Psmb10	Psmb10
Lcat	Lcat
Slc12a4	Slc12a4
Dpep3	Dpep3
Dpep2	Dpep2
Dus2	Dus2
Ddx28	Ddx28
Nfatc3	Nfatc3
Esrp2	Esrp2
Pla2g15	Pla2g15
Slc7a6	Slc7a6
Slc7a6os	Slc7a6os
Prmt7	Prmt7
Gm26786	Gm26786
Smpd3	Smpd3
Gm10629	Gm10629
Zfp90	Zfp90
6030452D12Rik	6030452D12Rik
Cdh3	Cdh3
Gm10073	Gm10073
1110028F18Rik	1110028F18Rik
Cdh1	Cdh1
Tango6	Tango6
Has3	Has3
Chtf8	Chtf8
Cirh1a	Cirh1a
Sntb2	Sntb2
Gm16208	Gm16208
Vps4a	Vps4a
Pdf	Pdf
Cog8	Cog8
Nip7	Nip7
Tmed6	Tmed6
Terf2	Terf2
Cyb5b	Cyb5b
