	gene_short_name
Dhcr7	Dhcr7
Gm498	Gm498
Shank2	Shank2
Gm14372	Gm14372
Cttn	Cttn
Ppfia1	Ppfia1
Faddos	Faddos
Fadd	Fadd
Ano1	Ano1
RP23-351K21.1	RP23-351K21.1
RP23-34O23.4	RP23-34O23.4
RP23-34O23.3	RP23-34O23.3
Fgf3	Fgf3
Fgf4	Fgf4
Gm26793	Gm26793
Fgf15	Fgf15
RP23-294B14.1	RP23-294B14.1
Oraov1	Oraov1
Ccnd1	Ccnd1
RP23-396L12.2	RP23-396L12.2
Tpcn2	Tpcn2
Mrgprf	Mrgprf
Mrgprd	Mrgprd
9230019H11Rik	9230019H11Rik
H60c	H60c
Gm26752	Gm26752
Ppp1r14c	Ppp1r14c
Iyd	Iyd
Plekhg1	Plekhg1
Mthfd1l	Mthfd1l
Akap12	Akap12
Zbtb2	Zbtb2
Gm21781	Gm21781
Rmnd1	Rmnd1
Armt1	Armt1
Ccdc170	Ccdc170
Esr1	Esr1
Syne1	Syne1
Gm10097	Gm10097
Myct1	Myct1
Vip	Vip
Fbxo5	Fbxo5
Mtrf1l	Mtrf1l
Rgs17	Rgs17
Gm10945	Gm10945
Oprm1	Oprm1
Ipcef1	Ipcef1
Cnksr3	Cnksr3
Ulbp1	Ulbp1
Lrp11	Lrp11
Pcmt1	Pcmt1
Nup43	Nup43
Lats1	Lats1
Katna1	Katna1
Ginm1	Ginm1
B430219N15Rik	B430219N15Rik
Ppil4	Ppil4
Zc3h12d	Zc3h12d
Tab2	Tab2
Ust	Ust
Sash1	Sash1
Gm26674	Gm26674
Gm28904	Gm28904
Gm9930	Gm9930
Samd5	Samd5
Stxbp5	Stxbp5
Gm28905	Gm28905
Adgb	Adgb
Rab32	Rab32
Gm10944	Gm10944
Grm1	Grm1
Shprh	Shprh
Gm16577	Gm16577
4930432B10Rik	4930432B10Rik
Fbxo30	Fbxo30
Epm2a	Epm2a
Gm9797	Gm9797
Utrn	Utrn
B230208H11Rik	B230208H11Rik
Stx11	Stx11
Sf3b5	Sf3b5
Plagl1	Plagl1
Zc2hc1b	Zc2hc1b
Ltv1	Ltv1
Phactr2	Phactr2
Fuca2	Fuca2
Pex3	Pex3
Adat2	Adat2
Aig1	Aig1
Hivep2	Hivep2
Gm26835	Gm26835
Gm28289	Gm28289
Adgrg6	Adgrg6
Vta1	Vta1
Gm16234	Gm16234
Nmbr	Nmbr
Gje1	Gje1
B230364G03Rik	B230364G03Rik
Cited2	Cited2
Gm20655	Gm20655
Txlnb	Txlnb
Heca	Heca
Abracl	Abracl
Reps1	Reps1
Ect2l	Ect2l
Ccdc28a	Ccdc28a
Gm10827	Gm10827
Nhsl1	Nhsl1
Hebp2	Hebp2
Arfgef3	Arfgef3
Gm4922	Gm4922
Perp	Perp
Tnfaip3	Tnfaip3
Olig3	Olig3
Ifngr1	Ifngr1
Il22ra2	Il22ra2
9230106D20Rik	9230106D20Rik
Il20ra	Il20ra
Slc35d3	Slc35d3
Pex7	Pex7
Map3k5	Map3k5
Map7	Map7
4933406P04Rik	4933406P04Rik
Bclaf1	Bclaf1
Mtfr2	Mtfr2
Pde7b	Pde7b
Ahi1	Ahi1
Myb	Myb
Gm26577	Gm26577
Hbs1l	Hbs1l
Aldh8a1	Aldh8a1
1700021A07Rik	1700021A07Rik
1700020N01Rik	1700020N01Rik
Gm5420	Gm5420
Gm29323	Gm29323
Platr6	Platr6
Sgk1	Sgk1
4930444G20Rik	4930444G20Rik
E030030I06Rik	E030030I06Rik
Raet1e	Raet1e
H60b	H60b
Gm26740	Gm26740
Gm26581	Gm26581
Raet1d	Raet1d
Gm10825	Gm10825
Slc2a12	Slc2a12
Tbpl1	Tbpl1
Tcf21	Tcf21
Eya4	Eya4
Rps12	Rps12
Slc18b1	Slc18b1
Vnn3	Vnn3
Vnn1	Vnn1
Taar1	Taar1
Taar2	Taar2
Taar3	Taar3
Taar4	Taar4
Taar5	Taar5
Taar6	Taar6
Taar7a	Taar7a
Taar7b	Taar7b
Taar7d	Taar7d
Taar7e	Taar7e
Taar7f	Taar7f
Taar8a	Taar8a
Taar8b	Taar8b
Taar8c	Taar8c
Taar9	Taar9
Gm15137	Gm15137
Stx7	Stx7
Moxd1	Moxd1
Gm15271	Gm15271
Ctgf	Ctgf
Enpp1	Enpp1
Enpp3	Enpp3
Med23	Med23
Arg1	Arg1
Akap7	Akap7
Epb41l2	Epb41l2
Smlr1	Smlr1
Gm29571	Gm29571
Tmem200a	Tmem200a
Gm9767	Gm9767
Samd3	Samd3
L3mbtl3	L3mbtl3
Arhgap18	Arhgap18
Lama2	Lama2
4930579H20Rik	4930579H20Rik
Ptprk	Ptprk
Themis	Themis
2310057J18Rik	2310057J18Rik
Gm9996	Gm9996
Soga3	Soga3
9330159F19Rik	9330159F19Rik
Echdc1	Echdc1
Rnf146	Rnf146
Rspo3	Rspo3
Cenpw	Cenpw
Trmt11	Trmt11
Hint3	Hint3
Ncoa7	Ncoa7
Hey2	Hey2
Gm5422	Gm5422
Hddc2	Hddc2
Tpd52l1	Tpd52l1
Rnf217	Rnf217
Nkain2	Nkain2
Trdn	Trdn
Clvs2	Clvs2
Gm15939	Gm15939
Gm4794	Gm4794
Sult3a1	Sult3a1
Rsph4a	Rsph4a
Zufsp	Zufsp
Gm17567	Gm17567
Rwdd1	Rwdd1
Trappc3l	Trappc3l
Fam26d	Fam26d
Fam26e	Fam26e
Fam26f	Fam26f
Dse	Dse
Tspyl1	Tspyl1
Nt5dc1	Nt5dc1
Gm26564	Gm26564
Tspyl4	Tspyl4
Col10a1	Col10a1
Frk	Frk
Amd2	Amd2
Hs3st5	Hs3st5
Hdac2	Hdac2
Marcks	Marcks
Gm26535	Gm26535
Rfpl4b	Rfpl4b
Lama4	Lama4
Fam229b	Fam229b
Tube1	Tube1
Wisp3	Wisp3
Fyn	Fyn
Gm16364	Gm16364
Gm16365	Gm16365
Traf3ip2	Traf3ip2
Rev3l	Rev3l
Gm26824	Gm26824
AA474331	AA474331
4930547M16Rik	4930547M16Rik
2010001E11Rik	2010001E11Rik
G630090E17Rik	G630090E17Rik
BC021785	BC021785
AI317395	AI317395
Slc16a10	Slc16a10
Rpf2	Rpf2
Gtf3c6	Gtf3c6
Amd1	Amd1
Cdk19os	Cdk19os
Cdk19	Cdk19
Slc22a16	Slc22a16
Ddo	Ddo
Mettl24	Mettl24
Cdc40	Cdc40
Wasf1	Wasf1
Gpr6	Gpr6
Fig4	Fig4
Ak9	Ak9
Zbtb24	Zbtb24
Mical1	Mical1
Smpd2	Smpd2
Ppil6	Ppil6
Cd164	Cd164
Ccdc162	Ccdc162
Gm17196	Gm17196
Gm29095	Gm29095
Gm29096	Gm29096
Gm6976	Gm6976
Cep57l1	Cep57l1
BC048559	BC048559
Sesn1	Sesn1
Armc2	Armc2
Foxo3	Foxo3
Lace1	Lace1
Snx3	Snx3
Nr2e1	Nr2e1
Ostm1	Ostm1
Gm15200	Gm15200
Gm15199	Gm15199
Sec63	Sec63
Gm26860	Gm26860
Scml4	Scml4
Sobp	Sobp
Gm29245	Gm29245
Gm29246	Gm29246
9030612E09Rik	9030612E09Rik
Pdss2	Pdss2
Bend3	Bend3
Gm9803	Gm9803
1700021F05Rik	1700021F05Rik
Cd24a	Cd24a
F930017D23Rik	F930017D23Rik
Qrsl1	Qrsl1
Rtn4ip1	Rtn4ip1
Aim1	Aim1
Atg5	Atg5
Prdm1	Prdm1
Prep	Prep
Popdc3	Popdc3
Gm15934	Gm15934
Bves	Bves
Lin28b	Lin28b
Hace1	Hace1
Grik2	Grik2
Gm26543	Gm26543
Ascc3	Ascc3
Sim1	Sim1
Lilr4b	Lilr4b
Lilrb4a	Lilrb4a
Fam162b	Fam162b
Gprc6a	Gprc6a
Rfx6	Rfx6
4933411G06Rik	4933411G06Rik
Vgll2	Vgll2
Ros1	Ros1
Dcbld1	Dcbld1
Gopc	Gopc
Gm26741	Gm26741
Nepn	Nepn
Nus1	Nus1
Slc35f1	Slc35f1
Cep85l	Cep85l
Pln	Pln
Tmem229b-ps	Tmem229b-ps
Mcm9	Mcm9
Asf1a	Asf1a
Fam184a	Fam184a
Man1a	Man1a
Gm16998	Gm16998
Tbc1d32	Tbc1d32
Msl3l2	Msl3l2
Gja1	Gja1
Gm9956	Gm9956
4930467K11Rik	4930467K11Rik
Hsf2	Hsf2
Serinc1	Serinc1
Pkib	Pkib
Fabp7	Fabp7
Smpdl3a	Smpdl3a
AW822073	AW822073
Duxf3	Duxf3
Gm4981	Gm4981
Gcc2	Gcc2
Lims1	Lims1
Ranbp2	Ranbp2
Ccdc138	Ccdc138
Edar	Edar
BB019430	BB019430
Gm17542	Gm17542
Sh3rf3	Sh3rf3
Sept10	Sept10
Sowahc	Sowahc
P4ha1	P4ha1
Gm10273	Gm10273
Pla2g12b	Pla2g12b
Oit3	Oit3
Mcu	Mcu
Gm10322	Gm10322
Micu1	Micu1
Gm17059	Gm17059
Dnajb12	Dnajb12
Ddit4	Ddit4
Anapc16	Anapc16
Ascc1	Ascc1
Spock2	Spock2
Chst3	Chst3
Psap	Psap
Cdh23	Cdh23
Vsir	Vsir
Gm17455	Gm17455
Slc29a3	Slc29a3
Unc5b	Unc5b
Pldi	Pldi
Gm26947	Gm26947
Gm20611	Gm20611
Gm20625	Gm20625
Gm20610	Gm20610
Pcbd1	Pcbd1
Sgpl1	Sgpl1
Tbata	Tbata
Adamts14	Adamts14
Prf1	Prf1
Pald1	Pald1
Nodal	Nodal
Eif4ebp2	Eif4ebp2
D830039M14Rik	D830039M14Rik
Lrrc20	Lrrc20
Npffr1	Npffr1
Ppa1	Ppa1
Sar1a	Sar1a
Tysnd1	Tysnd1
Aifm2	Aifm2
H2afy2	H2afy2
Col13a1	Col13a1
Gm5424	Gm5424
2010107G23Rik	2010107G23Rik
Neurog3	Neurog3
Tspan15	Tspan15
Tacr2	Tacr2
Hk1	Hk1
Hk1os	Hk1os
Hkdc1	Hkdc1
Supv3l1	Supv3l1
4930507D05Rik	4930507D05Rik
Vps26a	Vps26a
Srgn	Srgn
Kif1bp	Kif1bp
4933428P19Rik	4933428P19Rik
Ddx21	Ddx21
Ddx50	Ddx50
Stox1	Stox1
Ccar1	Ccar1
Tet1	Tet1
Slc25a16	Slc25a16
Dna2	Dna2
Rufy2	Rufy2
Gm16135	Gm16135
Hnrnph3	Hnrnph3
Pbld2	Pbld2
Gm16143	Gm16143
Atoh7	Atoh7
Mypn	Mypn
1700120B22Rik	1700120B22Rik
Herc4	Herc4
Gm26789	Gm26789
Sirt1	Sirt1
Gm16145	Gm16145
Dnajc12	Dnajc12
Gm7075	Gm7075
Ctnna3	Ctnna3
Gm10118	Gm10118
Lrrtm3	Lrrtm3
Gm28881	Gm28881
1700023F02Rik	1700023F02Rik
Gm28139	Gm28139
1110002J07Rik	1110002J07Rik
Gm26576	Gm26576
Reep3	Reep3
Jmjd1c	Jmjd1c
Nrbf2	Nrbf2
Egr2	Egr2
Ado	Ado
Gm10797	Gm10797
Zfp365	Zfp365
Rtkn2	Rtkn2
Gm16212	Gm16212
Arid5b	Arid5b
1700040L02Rik	1700040L02Rik
Tmem26	Tmem26
Rhobtb1	Rhobtb1
A930033H14Rik	A930033H14Rik
Cdk1	Cdk1
Ank3	Ank3
Ccdc6	Ccdc6
Slc16a9	Slc16a9
Gm7097	Gm7097
Fam13c	Fam13c
Phyhipl	Phyhipl
4930533K18Rik	4930533K18Rik
Bicc1	Bicc1
Gm15647	Gm15647
Tfam	Tfam
Ube2d1	Ube2d1
Gm20609	Gm20609
Cisd1	Cisd1
Ipmk	Ipmk
Gm9923	Gm9923
Zwint	Zwint
Pcdh15	Pcdh15
Gm15398	Gm15398
Rsph14	Rsph14
Gnaz	Gnaz
Rab36	Rab36
Bcr	Bcr
Specc1l	Specc1l
Adora2a	Adora2a
Gucd1	Gucd1
Upb1	Upb1
Snrpd3	Snrpd3
Lrrc75b	Lrrc75b
Ggt1	Ggt1
Ggt5	Ggt5
Susd2	Susd2
Cabin1	Cabin1
Ddt	Ddt
Gm20441	Gm20441
Gstt3	Gstt3
Gstt1	Gstt1
Gstt4	Gstt4
Gstt2	Gstt2
Mif	Mif
Derl3	Derl3
Smarcb1	Smarcb1
Mmp11	Mmp11
Chchd10	Chchd10
Gm867	Gm867
Vpreb3	Vpreb3
Gm5134	Gm5134
Gm16220	Gm16220
Zfp280b	Zfp280b
Slc5a4b	Slc5a4b
Gm16222	Gm16222
Slc5a4a	Slc5a4a
Prmt2	Prmt2
S100b	S100b
Dip2a	Dip2a
Gm16240	Gm16240
Pcnt	Pcnt
1700094J05Rik	1700094J05Rik
2610028H24Rik	2610028H24Rik
Ybey	Ybey
Mcm3ap	Mcm3ap
Lss	Lss
4930483K19Rik	4930483K19Rik
Spatc1l	Spatc1l
Gm15343	Gm15343
Ftcd	Ftcd
Col6a2	Col6a2
Col6a1	Col6a1
Pcbp3	Pcbp3
Gm10787	Gm10787
Slc19a1	Slc19a1
Col18a1	Col18a1
Gm10941	Gm10941
Pofut2	Pofut2
Adarb1	Adarb1
Fam207a	Fam207a
2810425M01Rik	2810425M01Rik
Itgb2	Itgb2
Pttg1ip	Pttg1ip
Sumo3	Sumo3
Ube2g2	Ube2g2
Gm19402	Gm19402
Gm10272	Gm10272
Gm10024	Gm10024
Gm10142	Gm10142
Krtap12-1	Krtap12-1
Gm10100	Gm10100
Gm3233	Gm3233
Gm3238	Gm3238
Gm7138	Gm7138
Gm3250	Gm3250
Gm7137	Gm7137
Gm19668	Gm19668
Gm9507	Gm9507
Krtap10-4	Krtap10-4
Tspear	Tspear
1700009J07Rik	1700009J07Rik
Lrrc3	Lrrc3
Trpm2	Trpm2
1810043G02Rik	1810043G02Rik
Pfkl	Pfkl
Aire	Aire
Dnmt3l	Dnmt3l
Icosl	Icosl
D10Jhu81e	D10Jhu81e
Pwp2	Pwp2
Trappc10	Trappc10
Agpat3	Agpat3
Gm10146	Gm10146
Rrp1	Rrp1
Cstb	Cstb
Pdxk	Pdxk
Gm9978	Gm9978
Ilvbl	Ilvbl
Syde1	Syde1
Olfr1357	Olfr1357
Casp14	Casp14
Ccdc105	Ccdc105
Slc1a6	Slc1a6
Olfr1356	Olfr1356
Olfr1355	Olfr1355
Olfr1354	Olfr1354
Olfr8	Olfr8
Olfr1353	Olfr1353
Olfr1352	Olfr1352
Olfr1351	Olfr1351
Olfr57	Olfr57
2610008E11Rik	2610008E11Rik
Vmn2r80	Vmn2r80
Vmn2r81	Vmn2r81
Vmn2r82	Vmn2r82
Vmn2r83	Vmn2r83
Plpp2	Plpp2
Mier2	Mier2
Theg	Theg
C2cd4c	C2cd4c
Shc2	Shc2
Odf3l2	Odf3l2
Madcam1	Madcam1
Tpgs1	Tpgs1
Cdc34	Cdc34
Gzmm	Gzmm
Bsg	Bsg
Hcn2	Hcn2
Polrmt	Polrmt
Fgf22	Fgf22
Rnf126	Rnf126
Fstl3	Fstl3
Prss57	Prss57
Palm	Palm
Misp	Misp
Ptbp1	Ptbp1
Plppr3	Plppr3
Gm17134	Gm17134
Prtn3	Prtn3
Elane	Elane
Cfd	Cfd
Med16	Med16
R3hdm4	R3hdm4
Gm26602	Gm26602
Kiss1r	Kiss1r
Arid3a	Arid3a
Wdr18	Wdr18
Grin3b	Grin3b
Tmem259	Tmem259
Cnn2	Cnn2
Abca7	Abca7
Hmha1	Hmha1
Polr2e	Polr2e
Gpx4	Gpx4
Sbno2	Sbno2
Stk11	Stk11
Cbarp	Cbarp
Atp5d	Atp5d
Midn	Midn
Cirbp	Cirbp
1600002K03Rik	1600002K03Rik
Efna2	Efna2
Mum1	Mum1
Ndufs7	Ndufs7
Gamt	Gamt
Dazap1	Dazap1
Gm15122	Gm15122
Rps15	Rps15
Apc2	Apc2
2310011J03Rik	2310011J03Rik
Pcsk4	Pcsk4
Reep6	Reep6
Adamtsl5	Adamtsl5
Plk5	Plk5
Gm15123	Gm15123
Gm15124	Gm15124
Mex3d	Mex3d
Mbd3	Mbd3
Uqcr11	Uqcr11
Tcf3	Tcf3
Onecut3	Onecut3
Atp8b3	Atp8b3
Rexo1	Rexo1
Klf16	Klf16
Gm26710	Gm26710
Abhd17a	Abhd17a
Adat3	Adat3
Scamp4	Scamp4
Csnk1g2	Csnk1g2
Btbd2	Btbd2
Mknk2	Mknk2
Gm26541	Gm26541
Mob3a	Mob3a
Izumo4	Izumo4
Ap3d1	Ap3d1
Dot1l	Dot1l
Gm17151	Gm17151
Plekhj1	Plekhj1
Sf3a2	Sf3a2
Amh	Amh
Jsrp1	Jsrp1
Oaz1	Oaz1
Lingo3	Lingo3
Lsm7	Lsm7
Sppl2b	Sppl2b
Tmprss9	Tmprss9
Timm13	Timm13
Lmnb2	Lmnb2
Gadd45b	Gadd45b
Gng7	Gng7
Diras1	Diras1
Gm16099	Gm16099
Slc39a3	Slc39a3
Sgta	Sgta
Thop1	Thop1
Creb3l3	Creb3l3
Map2k2	Map2k2
Zbtb7a	Zbtb7a
Pias4	Pias4
Eef2	Eef2
4930442H23Rik	4930442H23Rik
Dapk3	Dapk3
Atcayos	Atcayos
Nmrk2	Nmrk2
Atcay	Atcay
Zfr2	Zfr2
Matk	Matk
Mrpl54	Mrpl54
Apba3	Apba3
Tjp3	Tjp3
Pip5k1c	Pip5k1c
Gm16315	Gm16315
Cactin	Cactin
Tbxa2r	Tbxa2r
Gipc3	Gipc3
Hmg20b	Hmg20b
Mfsd12	Mfsd12
4930404N11Rik	4930404N11Rik
Fzr1	Fzr1
Dohh	Dohh
Smim24	Smim24
Nfic	Nfic
Gm16104	Gm16104
Celf5	Celf5
Gm16105	Gm16105
Ncln	Ncln
S1pr4	S1pr4
Gna15	Gna15
Gna11	Gna11
Aes	Aes
Gm15917	Gm15917
Tle2	Tle2
Tle6	Tle6
BC025920	BC025920
Gm26896	Gm26896
Sirt6	Sirt6
Ankrd24	Ankrd24
Gm10778	Gm10778
Zfp433	Zfp433
Gm3055	Gm3055
Gm4767	Gm4767
Zfp781	Zfp781
Zfp873	Zfp873
AU041133	AU041133
Gm15608	Gm15608
Zfp938	Zfp938
4932415D10Rik	4932415D10Rik
Gm4924	Gm4924
Gm1553	Gm1553
1190007I07Rik	1190007I07Rik
Tdg	Tdg
Glt8d2	Glt8d2
Hcfc2	Hcfc2
Nfyb	Nfyb
1700028I16Rik	1700028I16Rik
Txnrd1	Txnrd1
Gm4799	Gm4799
Chst11	Chst11
1700025N21Rik	1700025N21Rik
Slc41a2	Slc41a2
D10Wsu102e	D10Wsu102e
Aldh1l2	Aldh1l2
A230046K03Rik	A230046K03Rik
Appl2	Appl2
1500009L16Rik	1500009L16Rik
Nuak1	Nuak1
4930463O16Rik	4930463O16Rik
Ckap4	Ckap4
Platr7	Platr7
Tcp11l2	Tcp11l2
Gm17249	Gm17249
Polr3b	Polr3b
Rfx4	Rfx4
Ric8b	Ric8b
Fhl4	Fhl4
Tmem263	Tmem263
Mterf2	Mterf2
Cry1	Cry1
Gm8394	Gm8394
Btbd11	Btbd11
Pwp1	Pwp1
Prdm4	Prdm4
Ascl4	Ascl4
Rtcb	Rtcb
Bpifc	Bpifc
A230060F14Rik	A230060F14Rik
Fbxo7	Fbxo7
Syn3	Syn3
4930486F22Rik	4930486F22Rik
Gm15990	Gm15990
Timp3	Timp3
Gm6729	Gm6729
Gm5174	Gm5174
1810014B01Rik	1810014B01Rik
Hsp90b1	Hsp90b1
Ttc41	Ttc41
Fabp3-ps1	Fabp3-ps1
Nt5dc3	Nt5dc3
Gm16268	Gm16268
Stab2	Stab2
Gm16280	Gm16280
Gm16271	Gm16271
1700113H08Rik	1700113H08Rik
Ascl1	Ascl1
Pah	Pah
Igf1os	Igf1os
Igf1	Igf1
Pmch	Pmch
Parpbp	Parpbp
Nup37	Nup37
Ccdc53	Ccdc53
Dram1	Dram1
Gnptab	Gnptab
Gm26546	Gm26546
Gm16235	Gm16235
Chpt1	Chpt1
Sycp3	Sycp3
Mybpc1	Mybpc1
Spic	Spic
Arl1	Arl1
Utp20	Utp20
Slc5a8	Slc5a8
Ano4	Ano4
Gas2l3	Gas2l3
Nr1h4	Nr1h4
Slc17a8	Slc17a8
Scyl2	Scyl2
1500026H17Rik	1500026H17Rik
Actr6	Actr6
Uhrf1bp1l	Uhrf1bp1l
Anks1b	Anks1b
Apaf1	Apaf1
Ikbip	Ikbip
Slc25a3	Slc25a3
Tmpo	Tmpo
Gm26765	Gm26765
Rmst	Rmst
Gm26700	Gm26700
Gm20757	Gm20757
Nedd1	Nedd1
Cfap54	Cfap54
Cdk17	Cdk17
Elk3	Elk3
Lta4h	Lta4h
Hal	Hal
Amdhd1	Amdhd1
Ccdc38	Ccdc38
Snrpf	Snrpf
4933408J17Rik	4933408J17Rik
Ntn4	Ntn4
Gm15915	Gm15915
Usp44	Usp44
Metap2	Metap2
4930471D02Rik	4930471D02Rik
Vezt	Vezt
Fgd6	Fgd6
Nr2c1	Nr2c1
Ndufa12	Ndufa12
Gm4792	Gm4792
Tmcc3	Tmcc3
Tmcc3os	Tmcc3os
Cep83os	Cep83os
Cep83	Cep83
Plxnc1	Plxnc1
Cradd	Cradd
2310039L15Rik	2310039L15Rik
Socs2	Socs2
5730420D15Rik	5730420D15Rik
Mrpl42	Mrpl42
Ube2n	Ube2n
Nudt4	Nudt4
Anapc15-ps	Anapc15-ps
4732465J04Rik	4732465J04Rik
Eea1	Eea1
Gm5426	Gm5426
Btg1	Btg1
Dcn	Dcn
Lum	Lum
Kera	Kera
Epyc	Epyc
Gm10754	Gm10754
Ccer1	Ccer1
C030005K15Rik	C030005K15Rik
Atp2b1	Atp2b1
Poc1b	Poc1b
Galnt4	Galnt4
Phxr2	Phxr2
Gm16239	Gm16239
Dusp6	Dusp6
B530045E10Rik	B530045E10Rik
Gad1-ps	Gad1-ps
Csl	Csl
Kitl	Kitl
Gm9476	Gm9476
Gm4301	Gm4301
Gm4302	Gm4302
Gm4303	Gm4303
Gm4305	Gm4305
Gm4307	Gm4307
Gm4308	Gm4308
Gm4312	Gm4312
Gm4781	Gm4781
Tmtc3	Tmtc3
Cep290	Cep290
4930430F08Rik	4930430F08Rik
1700017N19Rik	1700017N19Rik
Mgat4c	Mgat4c
Nts	Nts
Rassf9	Rassf9
Alx1	Alx1
Gm17028	Gm17028
Lrriq1	Lrriq1
Slc6a15	Slc6a15
Gm21293	Gm21293
Gm6763	Gm6763
Gm8764	Gm8764
Gm21304	Gm21304
Gm21312	Gm21312
Gm20765	Gm20765
Gm4340	Gm4340
Tmtc2	Tmtc2
Mettl25	Mettl25
Ccdc59	Ccdc59
C230021G24Rik	C230021G24Rik
Ppfia2	Ppfia2
Acss3	Acss3
Lin7a	Lin7a
Myf5	Myf5
Myf6	Myf6
Ptprq	Ptprq
Otogl	Otogl
Ppp1r12a	Ppp1r12a
Pawr	Pawr
Syt1	Syt1
Nav3	Nav3
E2f7	E2f7
1700020G17Rik	1700020G17Rik
Csrp2	Csrp2
Zdhhc17	Zdhhc17
Rpl6l	Rpl6l
Osbpl8	Osbpl8
Bbs10	Bbs10
Nap1l1	Nap1l1
Phlda1	Phlda1
Gm28592	Gm28592
4933440J02Rik	4933440J02Rik
Krr1	Krr1
Glipr1	Glipr1
Glipr1l1	Glipr1l1
Glipr1l2	Glipr1l2
Caps2	Caps2
Kcnc2	Kcnc2
1700010J16Rik	1700010J16Rik
Atxn7l3b	Atxn7l3b
Gm26596	Gm26596
Trhde	Trhde
4930473D10Rik	4930473D10Rik
Gm15723	Gm15723
Tph2	Tph2
Tbc1d15	Tbc1d15
Rab21	Rab21
Tmem19	Tmem19
Thap2	Thap2
Zfc3h1	Zfc3h1
Lgr5	Lgr5
A930009A15Rik	A930009A15Rik
Tspan8	Tspan8
Ptprr	Ptprr
4933416C03Rik	4933416C03Rik
Ptprb	Ptprb
Kcnmb4	Kcnmb4
Kcnmb4os1	Kcnmb4os1
Kcnmb4os2	Kcnmb4os2
Cnot2	Cnot2
Gm26579	Gm26579
1700030O20Rik	1700030O20Rik
Myrfl	Myrfl
Rab3ip	Rab3ip
Gm10271	Gm10271
D630029K05Rik	D630029K05Rik
Best3	Best3
Lrrc10	Lrrc10
Cct2	Cct2
Frs2	Frs2
Yeats4	Yeats4
9530003J23Rik	9530003J23Rik
Gm10936	Gm10936
Lyz2	Lyz2
Lyz1	Lyz1
Cpsf6	Cpsf6
Cpm	Cpm
Mdm2	Mdm2
Slc35e3	Slc35e3
Nup107	Nup107
Rap1b	Rap1b
Mdm1	Mdm1
Il22	Il22
Iltifb	Iltifb
Ifng	Ifng
Dyrk2	Dyrk2
1700064J06Rik	1700064J06Rik
Cand1	Cand1
1700025F24Rik	1700025F24Rik
Grip1os3	Grip1os3
Gm16321	Gm16321
Grip1	Grip1
Grip1os2	Grip1os2
Grip1os1	Grip1os1
Helb	Helb
Irak3	Irak3
Tmbim4	Tmbim4
Llph	Llph
Hmga2	Hmga2
9230105E05Rik	9230105E05Rik
4921513I03Rik	4921513I03Rik
Msrb3	Msrb3
Gm4473	Gm4473
Lemd3	Lemd3
Wif1	Wif1
Tbc1d30	Tbc1d30
Gns	Gns
Rassf3	Rassf3
Tbk1	Tbk1
Xpot	Xpot
D930020B18Rik	D930020B18Rik
BC048403	BC048403
C030027H14Rik	C030027H14Rik
Srgap1	Srgap1
Tmem5	Tmem5
Avpr1a	Avpr1a
Ppm1h	Ppm1h
Mon2	Mon2
Usp15	Usp15
Fam19a2	Fam19a2
Slc16a7	Slc16a7
Lrig3	Lrig3
Xrcc6bp1	Xrcc6bp1
Ctdsp2	Ctdsp2
Avil	Avil
Tsfm	Tsfm
Mettl21b	Mettl21b
Mettl1	Mettl1
Cyp27b1	Cyp27b1
March9	March9
Cdk4	Cdk4
Tspan31	Tspan31
Agap2	Agap2
Os9	Os9
B4galnt1	B4galnt1
Slc26a10	Slc26a10
Arhgef25	Arhgef25
Dtx3	Dtx3
F420014N23Rik	F420014N23Rik
Pip4k2c	Pip4k2c
Kif5a	Kif5a
Dctn2	Dctn2
Mbd6	Mbd6
Ddit3	Ddit3
Mars	Mars
Arhgap9	Arhgap9
Gli1	Gli1
Inhbe	Inhbe
Inhbc	Inhbc
R3hdm2	R3hdm2
Stac3	Stac3
Ndufa4l2	Ndufa4l2
Shmt2	Shmt2
Nxph4	Nxph4
Lrp1	Lrp1
Gm16217	Gm16217
Stat6	Stat6
Nab2	Nab2
Gm16229	Gm16229
Tmem194	Tmem194
Gm16230	Gm16230
Myo1a	Myo1a
Tac2	Tac2
Zbtb39	Zbtb39
Gpr182	Gpr182
Rdh1	Rdh1
Gm28046	Gm28046
Rdh9	Rdh9
Rdh16	Rdh16
Rdh19	Rdh19
BC089597	BC089597
Rdh7	Rdh7
Sdr9c7	Sdr9c7
Hsd17b6	Hsd17b6
Prim1	Prim1
Naca	Naca
Ptges3	Ptges3
Atp5b	Atp5b
Baz2a	Baz2a
Rbms2	Rbms2
Gls2	Gls2
Spryd4	Spryd4
Mip	Mip
Gm26847	Gm26847
Timeless	Timeless
Apon	Apon
Apof	Apof
Stat2	Stat2
Il23a	Il23a
Pan2	Pan2
Cnpy2	Cnpy2
Cs	Cs
Coq10a	Coq10a
Ankrd52	Ankrd52
Gm17201	Gm17201
Slc39a5	Slc39a5
Nabp2	Nabp2
Rnf41	Rnf41
Smarcc2	Smarcc2
Myl6	Myl6
Myl6b	Myl6b
A430046D13Rik	A430046D13Rik
Esyt1	Esyt1
Gm29585	Gm29585
Zc3h10	Zc3h10
Rpl41	Rpl41
Pa2g4	Pa2g4
Erbb3	Erbb3
Rps26	Rps26
Ikzf4	Ikzf4
Gm26876	Gm26876
Suox	Suox
Rab5b	Rab5b
Cdk2	Cdk2
Pmel	Pmel
